MS;refYears;spp;region;RFMO;area;select;landings;TAC;shareLanding;Thresh;commentsFinal;areaBis;speciesIncluded;area_new;areaBis_new;region_new
DNK;2016-2018;Pagrus caeruleostictus;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Pagrus caeruleostictus;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Pandalus borealis;Other regions;NAFO 3LNO;21;-;-;-;-;-;( Dybvandsrejer );;Pandalus borealis;21;;Other regions
DNK;2016-2018;Pandalus borealis;North Sea and Eastern Arctic;ICES;IIIa;Y;1834;65%;56%;N;( Dybvandsrejer ) | FIDES Initial.Quantity = 2162 | Combined with area IVa & IV for sampling, since stock and sampling covers the fishery the Norway Depp;27_3_A;Pandalus borealis;IIIa, IVa;27_3_A,27_4_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pandalus borealis;Other regions;NAFO 3M;21;-;-;-;-;-;( Dybvandsrejer );;Pandalus borealis;21;;Other regions
DNK;2016-2018;Pandalus borealis;North Sea and Eastern Arctic;ICES;I-II;Y;1372;74%;11%;N;( Dybvandsrejer ) | FIDES Initial.Quantity = 1453;27_1,27_2;Pandalus borealis;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Pandalus borealis;North Sea and Eastern Arctic;ICES;IVa;Y;175;74%;59%;Y;( Dybvandsrejer ) | FIDES Initial.Quantity = 1453 | Selected and combined with IIIa & IV for sampling, since stock and sampling covers the fishery the Norway Depp;27_4_A;Pandalus borealis;IIIa, IVa;27_3_A,27_4_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pandalus borealis;North Sea and Eastern Arctic;ICES;IV;Y;183;74%;60%;Y;( Dybvandsrejer ) | FIDES Initial.Quantity = 1453;27_4;Pandalus borealis;IIIa, IVa;27_3_A,27_4_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pandalus spp;North Atlantic;ICES;all areas;Y;305;50%;84%;N;FIDES Initial.Quantity = 525;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Pandalus spp,Pandalus amplus,Pandalus nipponensis,Pandalus kessleri,Pandalus goniurus,Pandalus danae,Pandalus montagui,Pandalus jordani,Pandalus borealis,Pandalus platyceros,Pandalus hypsinotus;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Panulirus argus;Other regions;WECAFC;West Central Atlantic;-;-;-;-;-;;31;Panulirus argus;West Central Atlantic;31;Other regions
DNK;2016-2018;Parapenaeus longirostris;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Parapenaeus longirostris;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Parapenaeus longirostris;North Atlantic;ICES;IXa;-;-;-;-;-;;27_9_A;Parapenaeus longirostris;IXa;27_9_A;North Atlantic
DNK;2016-2018;Patellidae;Other regions;;Azores, Madeira and Canary Islands;-;-;-;-;-;;34;Patellidae;Azores, Madeira and Canary Islands;34;Other regions
DNK;2016-2018;Pecten maximus;North Atlantic;ICES;IV, VI, VII;-;-;-;-;-;( Stor kammusling );27_4,27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;Pecten maximus;IV, VI, VII;27_4,27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K;North Atlantic
DNK;2016-2018;Pecten maximus;North Sea and Eastern Arctic;ICES;VIId;-;-;-;-;-;( Stor kammusling );27_7_D;Pecten maximus;VIId;27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Penaeus subtilis;Other regions;WECAFC;French Guyana;-;-;-;-;-;;31;Penaeus subtilis;French Guyana;31;Other regions
DNK;2016-2018;Perca fluviatilis;Baltic Sea;ICES;IIId;N;5;-;0%;Y;( Aborre );27_3_D;Perca fluviatilis;IIId;27_3_D;Baltic Sea
DNK;2016-2018;Phycis blennoides;North Sea and Eastern Arctic;ICES;IV;N;15;-;72%;Y;( Skælbrosme );27_4;Phycis blennoides;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Phycis blennoides;North Atlantic;ICES;all areas;-;-;-;-;-;( Skælbrosme );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Phycis blennoides;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Phycis phycis;North Atlantic;ICES;all areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Phycis phycis;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Phycis phycis;North Sea and Eastern Arctic;ICES;IV;-;-;-;-;-;;27_4;Phycis phycis;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Platichthys flesus;Baltic Sea;ICES;22-32;Y;914;-;5%;Y;( Skrubbe ) | Selected due to high level of discard;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Platichthys flesus;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Baltic Sea
DNK;2016-2018;Platichthys flesus;North Sea and Eastern Arctic;ICES;IV;N;101;-;7%;Y;( Skrubbe );27_4;Platichthys flesus;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pleuronectes platessa;North Sea and Eastern Arctic;ICES;VIId;-;-;-;-;-;( Rødspætte );27_7_D;Pleuronectes platessa;VIId;27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Pleuronectes platessa;North Atlantic;ICES;VIIa;-;-;-;-;-;( Rødspætte );27_7_A;Pleuronectes platessa;VIIa;27_7_A;North Atlantic
DNK;2016-2018;Pleuronectes platessa;North Atlantic;ICES;VIIbc;-;-;-;-;-;( Rødspætte );27_7_B,27_7_C;Pleuronectes platessa;VIIbc;27_7_B,27_7_C;North Atlantic
DNK;2016-2018;Pleuronectes platessa;North Atlantic;ICES;VIIh-k;-;-;-;-;-;( Rødspætte );27_7_H,27_7_J,27_7_K;Pleuronectes platessa;VIIh-k;27_7_H,27_7_J,27_7_K;North Atlantic
DNK;2016-2018;Pleuronectes platessa;North Atlantic;ICES;VIIfg;-;-;-;-;-;( Rødspætte );27_7_F,27_7_G;Pleuronectes platessa;VIIfg;27_7_F,27_7_G;North Atlantic
DNK;2016-2018;Pleuronectes platessa;North Sea and Eastern Arctic;ICES;IV;Y;12906;20%;20%;N;( Rødspætte ) | FIDES Initial.Quantity = 20952;27_4;Pleuronectes platessa;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pleuronectes platessa;North Atlantic;ICES;VIII,IX, X;-;-;-;-;-;( Rødspætte );27_8,27_9,27_10;Pleuronectes platessa;VIII,IX, X;27_8,27_9,27_10;North Atlantic
DNK;2016-2018;Pleuronectes platessa;North Atlantic;ICES;VIIe;-;-;-;-;-;( Rødspætte );27_7_E;Pleuronectes platessa;VIIe;27_7_E;North Atlantic
DNK;2016-2018;Pleuronectes platessa;North Sea and Eastern Arctic;ICES;IIIa;Y;7106;80%;80%;N;( Rødspætte ) | FIDES Initial.Quantity = 13266;27_3_A;Pleuronectes platessa;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Pleuronectes platessa;Baltic Sea;ICES;22-32;Y;1845;72%;58%;N;( Rødspætte ) | FIDES Initial.Quantity = 5070;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Pleuronectes platessa;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Baltic Sea
DNK;2016-2018;Pollachius pollachius;North Atlantic;ICES;IX, X;-;-;-;-;-;( Lyssej );27_9,27_10;Pollachius pollachius;IX, X;27_9,27_10;North Atlantic
DNK;2016-2018;Pollachius pollachius;North Atlantic;ICES;all areas except IX, X;-;-;-;-;-;( Lyssej );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_12,27_14;Pollachius pollachius;all areas except IX, X;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_12,27_14;North Atlantic
DNK;2016-2018;Pollachius virens;North Atlantic;ICES;IV,IIIa,VI;N;2;-;0%;Y;( Mørksej );27_4_27_3_A,27_6;Pollachius virens;IV,IIIa,VI;27_4_27_3_A,27_6;North Atlantic
DNK;2016-2018;Pollachius virens;North Atlantic;ICES;VII,VIII;-;-;-;-;-;( Mørksej );27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8;Pollachius virens;VII,VIII;27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8;North Atlantic
DNK;2016-2018;Pollachius virens;North Sea and Eastern Arctic;ICES;IIIa;Y;1456;9%;69%;Y;( Mørksej ) | Sum of MS shares <10% = 10% | FIDES Initial.Quantity = 4365 | Selected due to high pct. of landings. Combined with area IV for sampling, since stock covers both areas;27_3_A;Pollachius virens;IIIa, IV;27_3_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pollachius virens;North Sea and Eastern Arctic;ICES;IV;Y;4141;8%;13%;Y;( Mørksej ) | Sum of MS shares <10% = 12% | FIDES Initial.Quantity = 4365 | Selected due to high pct. of landings. Combined with IIIa for sampling, since stock covers both areas;27_4;Pollachius virens;IIIa, IV;27_3_A,27_4;North Sea and Eastern Arctic
DNK;2016-2018;Pollachius virens;North Sea and Eastern Arctic;ICES;I-II;N;6;8%;0%;Y;( Mørksej ) | Sum of MS shares <10% = 10% | FIDES Initial.Quantity = 4365;27_1,27_2;Pollachius virens;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Pollachius virens;North Atlantic;ICES;Va;-;-;-;-;-;( Mørksej );27_5_A;Pollachius virens;Va;27_5_A;North Atlantic
DNK;2016-2018;Pollachius virens;North Atlantic;ICES;Vb;-;-;-;-;-;( Mørksej );27_5_B;Pollachius virens;Vb;27_5_B;North Atlantic
DNK;2016-2018;Polyprion americanus;North Atlantic;ICES;X;-;-;-;-;-;;27_10;Polyprion americanus;X;27_10;North Atlantic
DNK;2016-2018;Polyprion americanus;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Polyprion americanus;South-East Atlantic;47;Other regions
DNK;2016-2018;Pomadasys incisus;Other regions;CECAF;34.1.1;-;-;-;-;-;;34_1_1;Pomadasys incisus;34.1.1;34_1_1;Other regions
DNK;2016-2018;Pomadasys spp;Other regions;CECAF;34.1.1,34.1.3,34.3.1,34.3.3-6;-;-;-;-;-;;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Pomadasys spp;34.1.1,34.1.3,34.3.1,34.3.3-6;34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6;Other regions
DNK;2016-2018;Prionace glauca;Other regions;WCPFC;West Central Pacific Ocean;-;-;-;-;-;( Blåhaj );71;Prionace glauca;West Central Pacific Ocean;71;Other regions
DNK;2016-2018;Prionace glauca;North Atlantic;ICES;all areas (North of 5N);-;-;-;-;-;( Blåhaj );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Prionace glauca;all areas (North of 5N);27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Prionace glauca;Other regions;ICCAT;Atlantic Ocean and adjacent seas;-;-;-;-;-;( Blåhaj );21,31,27,34,37;Prionace glauca;Atlantic Ocean and adjacent seas;21,31,27,34,37;Other regions
DNK;2016-2018;Prionace glauca;Other regions;IOTC;Indian Ocean Western and Eastern;-;-;-;-;-;( Blåhaj );51,57;Prionace glauca;Indian Ocean Western and Eastern;51,57;Other regions
DNK;2016-2018;Promethichthys prometheus;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Promethichthys prometheus;South-East Atlantic;47;Other regions
DNK;2016-2018;Psetta maxima;Baltic Sea;ICES;22-32;N;123;-;43%;Y;( Pighvarre );27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Psetta maxima;22-32;27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32;Baltic Sea
DNK;2016-2018;Psetta maxima;North Atlantic;ICES;all areas;-;-;-;-;-;( Pighvarre );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Psetta maxima;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Psetta maxima;North Sea and Eastern Arctic;ICES;IV, VIId;Y;441;16%;11%;N;( Pighvarre ) | FIDES Initial.Quantity = 1113;27_4,27_7_D;Psetta maxima;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Psetta maxima;North Sea and Eastern Arctic;ICES;IIIa;N;133;-;80%;Y;( Pighvarre );27_3_A;Psetta maxima;IIIa;27_3_A;North Sea and Eastern Arctic
DNK;2016-2018;Pseudocyttu smaculatus;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Pseudocyttu smaculatus;South-East Atlantic;47;Other regions
DNK;2016-2018;Pseudopentaceros richardsoni;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Pseudopentaceros richardsoni;South-East Atlantic;47;Other regions
DNK;2016-2018;Pseudotolithus spp;Other regions;CECAF;34.1.1;-;-;-;-;-;;34_1_1;Pseudotolithus spp;34.1.1;34_1_1;Other regions
DNK;2016-2018;Pseudotriakis microdon;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Pseudotriakis microdon;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Pterois volitans;Other regions;WECAFC;Guadeloupe and Martinique;-;-;-;-;-;;31;Pterois volitans;Guadeloupe and Martinique;31;Other regions
DNK;2016-2018;Pteromylaeus bovinus;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Pteromylaeus bovinus;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja alba;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;;27_4,27_7_D;Raja alba;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja alba;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja alba;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja asterias;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja asterias;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja asterias;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;;27_4,27_7_D;Raja asterias;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja batis;North Atlantic;ICES;IIa,V,VI,VII,VIII,IXa;-;-;-;-;-;( Skade );27_2_A,27_5,27_6,27_7,27_8,27_9_A;Raja batis;IIa,V,VI,VII,VIII,IXa;27_2_A,27_5,27_6,27_7,27_8,27_9_A;North Atlantic
DNK;2016-2018;Raja brachyura;North Atlantic;ICES;VI,VIIa,VIIe-g,IXa;-;-;-;-;-;( Blond Rokke );27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_9_A;Raja brachyura;VI,VIIa,VIIe-g,IXa;27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_9_A;North Atlantic
DNK;2016-2018;Raja brachyura;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;( Blond Rokke );27_4,27_7_D;Raja brachyura;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja circularis;North Sea and Eastern Arctic;ICES;all areas;-;-;-;-;-;;27_4,27_7_D;Raja circularis;all areas;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja circularis;North Atlantic;ICES;VI,VII,VIII;-;-;-;-;-;;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K;Raja circularis;VI,VII,VIII;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K;North Atlantic
DNK;2016-2018;Raja clavata;North Sea and Eastern Arctic;ICES;IV, VIId;N;1;-;0%;Y;( Sømrokke );27_4,27_7_D;Raja clavata;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja clavata;North Atlantic;ICES;VI,VIIa,e-g,VIII,IXa;-;-;-;-;-;( Sømrokke );27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_9_A;Raja clavata;VI,VIIa,e-g,VIII,IXa;27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_9_A;North Atlantic
DNK;2016-2018;Raja fullonica;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja fullonica;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja fullonica;North Sea and Eastern Arctic;ICES;all areas;-;-;-;-;-;;27_4,27_7_D;Raja fullonica;all areas;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja fyllae;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja fyllae;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja hyperborea;North Atlantic;ICES;all areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja hyperborea;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja hyperborea;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;;27_4,27_7_D;Raja hyperborea;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja lintea;North Atlantic;ICES;All areas;-;-;-;-;-;( Hvidrokke );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja lintea;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja microocellata;North Sea and Eastern Arctic;ICES;all areas;-;-;-;-;-;( Småøjet Rokke );27_4,27_7_D;Raja microocellata;all areas;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja microocellata;North Atlantic;ICES;VIIe-g;-;-;-;-;-;( Småøjet Rokke );27_7_E,27_7_F,27_7_G;Raja microocellata;VIIe-g;27_7_E,27_7_F,27_7_G;North Atlantic
DNK;2016-2018;Raja montagui;North Atlantic;ICES;VI,VIIa,VIIb,VIIe-h,j,VIII,IXa;-;-;-;-;-;( Storplettet Rokke );27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_9_A;Raja montagui;VI,VIIa,VIIb,VIIe-h,j,VIII,IXa;27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_9_A;North Atlantic
DNK;2016-2018;Raja montagui;North Sea and Eastern Arctic;ICES;IV, VIId;-;-;-;-;-;( Storplettet Rokke );27_4,27_7_D;Raja montagui;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja naevus;North Atlantic;ICES;VI,VIIa-c,IXa;-;-;-;-;-;( Pletrokke );27_6,27_7_A,27_7_B,27_7_C,27_9_A;Raja naevus;VI,VIIa-c,IXa;27_6,27_7_A,27_7_B,27_7_C,27_9_A;North Atlantic
DNK;2016-2018;Raja naevus;North Sea and Eastern Arctic;ICES;IV, VIId;N;1;-;0%;Y;( Pletrokke );27_4,27_7_D;Raja naevus;IV, VIId;27_4,27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja nidarosiensis;North Atlantic;ICES;VI,VIIa-c,VIIe-h,VIIk;-;-;-;-;-;;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_K;Raja nidarosiensis;VI,VIIa-c,VIIe-h,VIIk;27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_K;North Atlantic
DNK;2016-2018;Raja oxyrinchus;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja oxyrinchus;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja radiata;North Atlantic;ICES;all areas;-;-;-;-;-;( Tærbe );27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Raja radiata;all areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Raja undulata;North Sea and Eastern Arctic;ICES;VIId;-;-;-;-;-;;27_7_D;Raja undulata;VIId;27_7_D;North Sea and Eastern Arctic
DNK;2016-2018;Raja undulata;North Atlantic;ICES;VIIb-c,VIIe-j,VIIIa-c,IXa;-;-;-;-;-;;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8_A,27_8_B,27_8_C,27_9_A;Raja undulata;VIIb-c,VIIe-j,VIIIa-c,IXa;27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8_A,27_8_B,27_8_C,27_9_A;North Atlantic
DNK;2016-2018;Rajella kukujevi;North Atlantic;ICES;All areas;-;-;-;-;-;;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;Rajella kukujevi;All areas;27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14;North Atlantic
DNK;2016-2018;Reinhardtius hippoglossoides;North Atlantic;ICES;VI;N;-;1%;0%;Y;( Hellefisk ) | Sum of MS shares <10% = 9% | FIDES Initial.Quantity = 16;27_6;Reinhardtius hippoglossoides;VI;27_6;North Atlantic
DNK;2016-2018;Reinhardtius hippoglossoides;Other regions;NAFO SA1;21;-;-;-;-;-;( Hellefisk );;Reinhardtius hippoglossoides;21;;Other regions
DNK;2016-2018;Reinhardtius hippoglossoides;North Sea and Eastern Arctic;ICES;IV;N;-;1%;0%;Y;( Hellefisk ) | Sum of MS shares <10% = 9% | FIDES Initial.Quantity = 16;27_4;Reinhardtius hippoglossoides;IV;27_4;North Sea and Eastern Arctic
DNK;2016-2018;Reinhardtius hippoglossoides;Other regions;NAFO 3KLMNO;21;-;-;-;-;-;( Hellefisk );;Reinhardtius hippoglossoides;21;;Other regions
DNK;2016-2018;Reinhardtius hippoglossoides;North Atlantic;ICES;V,XIV;-;-;-;-;-;( Hellefisk );27_5,27_14;Reinhardtius hippoglossoides;V,XIV;27_5,27_14;North Atlantic
DNK;2016-2018;Reinhardtius hippoglossoides;North Sea and Eastern Arctic;ICES;I-II;N;2;-;0%;Y;( Hellefisk );27_1,27_2;Reinhardtius hippoglossoides;I-II;27_1,27_2;North Sea and Eastern Arctic
DNK;2016-2018;Rhinochimaera atlantica;North Atlantic;ICES;V,XIV;-;-;-;-;-;;27_5,27_14;Rhinochimaera atlantica;V,XIV;27_5,27_14;North Atlantic
DNK;2016-2018;Ruvettus pretiosus;Other regions;SEAFO;South-East Atlantic;-;-;-;-;-;;47;Ruvettus pretiosus;South-East Atlantic;47;Other regions
